AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2013,8421,Luruaco,8,Atlántico,3764.0,Atlántico (ETC),6272,93.45,93.4,58.8,91.2,73.5,41.5,107.8,96.6,124.6,105.3,73.4,39.87,66.67,2.0,2.92,2.23,1.75,1.1,98.0,0.0,97.77,98.25,98.9,0.0,0.0,0.0,0.0,0.0,2.85,2.92,3.25,2.84,1.24
2013,8433,Malambo,8,Atlántico,3960.0,Malambo,27476,83.95,83.8,60.3,83.0,62.6,32.1,94.1,105.6,113.9,83.1,58.7,23.84,100.0,4.12,2.67,4.44,4.2,3.62,95.88,0.0,95.56,95.8,96.38,0.0,0.0,0.0,0.0,0.0,0.45,0.75,0.47,0.44,0.19
2013,8436,Manatí,8,Atlántico,3764.0,Atlántico (ETC),3071,111.59,111.6,48.9,101.7,91.8,52.8,144.5,137.5,153.8,133.7,146.1,51.12,100.0,0.77,0.55,0.83,0.72,0.89,99.23,0.0,99.17,99.28,99.11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.0
2013,8560,Ponedera,8,Atlántico,3764.0,Atlántico (ETC),5355,83.29,83.3,52.2,84.3,59.9,26.2,96.8,93.8,117.4,91.4,52.7,48.99,100.0,5.36,4.93,6.39,4.71,1.94,91.58,0.23,91.51,89.62,95.63,3.06,0.23,2.1,5.67,2.43,3.35,2.58,2.34,5.19,3.64
2013,8606,Repelón,8,Atlántico,3764.0,Atlántico (ETC),6322,82.25,82.3,39.4,75.4,67.1,31.1,97.1,79.6,111.3,98.9,65.1,49.3,76.92,1.26,0.68,1.62,1.2,0.17,97.81,0.0,97.24,97.65,99.83,0.94,0.0,1.14,1.15,0.0,2.52,0.68,3.26,2.35,1.04
2013,8638,Sabanalarga,8,Atlántico,3764.0,Atlántico (ETC),22886,78.59,78.6,46.0,72.0,67.3,42.6,91.2,91.9,99.6,88.7,72.7,50.11,85.29,1.38,1.32,1.79,1.1,0.67,97.7,0.0,97.27,97.79,98.23,0.93,0.0,0.94,1.11,1.1,1.4,1.14,1.01,2.31,0.52
2013,8758,Soledad,8,Atlántico,3765.0,Soledad,133865,69.78,69.5,46.8,69.5,57.9,31.6,74.7,75.5,86.5,71.9,50.5,27.69,0.0,4.42,3.37,5.39,4.37,1.22,93.45,1.1,92.71,92.92,96.73,2.13,1.1,1.9,2.71,2.04,2.17,1.35,2.43,2.55,0.79
2013,8832,Tubará,8,Atlántico,3764.0,Atlántico (ETC),2338,84.69,84.5,83.2,85.4,60.1,37.6,97.9,128.1,106.5,89.3,78.5,37.75,63.64,5.1,2.9,3.04,9.38,5.5,94.9,0.0,96.96,90.62,94.5,0.0,0.0,0.0,0.0,0.0,3.84,3.73,4.71,3.02,2.0
2013,11001,"Bogotá, D.C.",11,"Bogotá, D.C.",3766.0,"Bogotá, D.C. (ETC)",1466854,84.5,84.1,61.2,79.3,79.7,52.7,91.4,78.9,89.8,99.4,85.5,28.08,99.86,3.68,0.59,3.1,4.82,3.74,96.32,0.01,96.9,95.18,96.26,0.0,0.01,0.0,0.0,0.0,6.89,0.91,4.88,10.78,5.54
2013,13001,Cartagena,13,Bolívar,4910.0,Cartagena,214358,96.3,96.1,68.8,93.7,81.1,49.1,107.4,106.9,113.4,109.3,89.3,34.8,93.44,2.93,3.54,2.57,3.3,2.78,90.21,0.67,91.8,87.05,89.69,6.86,0.67,5.62,9.65,7.53,1.27,0.47,1.34,1.57,0.68
2013,13006,Achí,13,Bolívar,3767.0,Bolívar (ETC),5460,105.24,104.7,65.0,98.3,70.7,32.0,128.2,143.2,142.5,125.7,89.4,23.79,33.8,1.83,0.75,1.76,2.37,1.73,97.65,0.0,97.63,97.13,97.57,0.52,0.0,0.61,0.5,0.69,1.38,0.75,1.83,1.27,0.0
2013,13030,Altos del Rosario,13,Bolívar,3767.0,Bolívar (ETC),3257,79.4,79.4,57.3,80.1,46.1,10.6,93.3,112.2,117.3,83.9,39.6,52.95,41.18,0.99,0.93,0.76,1.04,3.27,99.01,0.0,99.24,98.96,96.73,0.0,0.0,0.0,0.0,0.0,2.23,0.93,2.09,3.26,1.31
2013,13052,Arjona,13,Bolívar,3767.0,Bolívar (ETC),17807,78.45,78.4,52.5,73.3,63.4,34.2,97.0,118.2,103.5,96.7,71.6,41.17,87.1,2.49,2.0,3.09,2.27,1.28,96.56,0.0,96.18,96.35,97.19,0.95,0.0,0.73,1.38,1.53,1.95,1.03,1.65,3.01,1.02
2013,13074,Barranco de Loba,13,Bolívar,3767.0,Bolívar (ETC),4934,94.87,94.9,51.1,97.1,62.7,20.6,110.3,106.6,134.4,106.8,56.4,44.36,33.33,2.0,2.34,1.98,1.43,4.2,97.28,0.0,97.34,97.66,94.68,0.72,0.0,0.68,0.91,1.12,0.85,0.0,1.44,0.26,0.0
2013,13140,Calamar,13,Bolívar,3767.0,Bolívar (ETC),6019,86.21,86.0,60.5,81.8,65.0,30.5,104.5,143.7,110.8,99.9,79.0,48.12,81.25,0.96,0.15,0.63,1.58,1.48,99.04,0.0,99.37,98.42,98.52,0.0,0.0,0.0,0.0,0.0,3.29,4.93,3.49,2.99,1.3
2013,13244,El Carmen de Bolívar,13,Bolívar,3767.0,Bolívar (ETC),19825,80.19,80.1,46.5,76.7,62.4,30.9,94.1,94.0,103.9,95.2,66.6,23.33,44.09,1.25,0.47,0.68,2.22,1.89,98.36,0.0,98.73,97.48,98.04,0.39,0.0,0.59,0.3,0.07,2.35,0.87,2.31,3.21,1.26
2013,13268,El Peñón,13,Bolívar,3767.0,Bolívar (ETC),2496,83.01,82.9,54.5,79.0,56.8,20.9,94.1,130.5,110.2,87.1,48.8,20.09,31.58,0.52,0.72,0.53,0.43,0.53,99.48,0.0,99.47,99.57,99.47,0.0,0.0,0.0,0.0,0.0,2.74,2.52,3.17,2.87,0.0
2013,13430,Magangué,13,Bolívar,3768.0,Magangué,30260,96.19,96.1,57.6,94.7,72.1,33.3,116.2,124.2,136.3,108.0,77.3,37.38,59.76,2.2,4.01,1.66,2.68,1.52,95.9,0.84,97.04,94.72,94.38,1.9,0.84,1.31,2.6,4.09,3.86,1.52,4.5,4.39,1.11
2013,13433,Mahates,13,Bolívar,3767.0,Bolívar (ETC),6060,93.47,93.5,41.4,90.5,78.0,38.9,120.0,100.8,125.4,136.5,83.0,49.65,66.67,1.19,2.22,1.76,0.34,0.65,98.51,0.0,97.61,99.66,99.35,0.3,0.0,0.63,0.0,0.0,3.43,0.6,3.78,3.88,2.59
2013,13440,Margarita,13,Bolívar,3767.0,Bolívar (ETC),2534,85.36,85.4,56.1,81.2,61.2,37.3,102.6,123.1,112.3,96.0,82.6,21.86,50.0,1.9,2.3,2.23,1.46,1.46,98.1,0.0,97.77,98.54,98.54,0.0,0.0,0.0,0.0,0.0,2.86,4.21,3.3,2.51,1.17
2013,13442,María la Baja,13,Bolívar,3767.0,Bolívar (ETC),12767,90.77,90.8,47.5,89.7,68.8,31.9,109.8,110.9,134.2,99.7,68.0,41.71,87.18,2.0,0.75,1.44,2.84,3.36,97.52,0.0,98.13,96.47,96.23,0.47,0.0,0.43,0.69,0.41,3.38,2.26,4.19,3.08,1.31
2013,13468,Mompós,13,Bolívar,3767.0,Bolívar (ETC),11346,97.53,97.5,55.6,92.6,73.7,37.6,114.9,115.4,127.1,113.3,88.5,38.94,63.16,1.32,1.88,1.16,1.35,1.42,98.57,0.0,98.84,98.37,98.33,0.11,0.0,0.0,0.27,0.25,1.7,0.28,2.43,1.41,0.42
2013,13549,Pinillos,13,Bolívar,3767.0,Bolívar (ETC),6937,88.87,88.9,55.1,87.1,59.8,21.7,102.2,104.5,123.8,95.6,56.9,25.34,57.14,2.6,1.69,1.83,4.07,3.37,97.4,0.0,98.17,95.93,96.63,0.0,0.0,0.0,0.0,0.0,3.46,0.15,5.48,1.74,0.53
2013,13580,Regidor,13,Bolívar,3767.0,Bolívar (ETC),2927,42.67,42.7,22.2,38.8,31.7,11.2,54.3,55.6,55.3,60.4,38.0,20.82,50.0,1.01,0.69,1.16,0.89,0.99,98.99,0.0,98.84,99.11,99.01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.43,0.89,0.0
2013,13647,San Estanislao,13,Bolívar,3767.0,Bolívar (ETC),4038,84.65,84.7,57.1,85.1,74.7,42.9,90.4,89.2,99.3,90.4,65.3,48.18,87.5,2.33,2.36,1.41,3.27,3.7,97.67,0.0,98.59,96.73,96.3,0.0,0.0,0.0,0.0,0.0,4.82,0.59,5.69,6.1,0.99
2013,13650,San Fernando,13,Bolívar,3767.0,Bolívar (ETC),3513,65.84,65.8,51.9,60.3,39.1,18.3,78.5,115.2,93.5,64.2,48.1,22.07,45.0,0.47,0.28,0.45,0.6,0.44,96.27,0.0,95.84,95.35,96.02,3.26,0.0,3.7,4.05,3.54,4.47,2.24,5.22,4.95,2.21
2013,13654,San Jacinto,13,Bolívar,3767.0,Bolívar (ETC),4968,107.81,107.8,60.1,106.3,89.7,45.1,140.3,135.8,174.4,128.6,90.4,34.07,67.86,1.36,3.85,0.8,1.59,0.97,98.64,0.0,99.2,98.41,99.03,0.0,0.0,0.0,0.0,0.0,1.55,0.0,1.73,1.74,1.46
2013,13667,San Martín de Loba,13,Bolívar,3767.0,Bolívar (ETC),4556,96.64,96.6,71.5,96.5,61.5,28.7,114.5,162.8,136.6,98.6,64.6,29.04,35.9,7.29,1.23,8.43,9.59,2.54,92.68,0.0,91.53,90.41,97.46,0.02,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.25
2013,13688,Santa Rosa del Sur,13,Bolívar,3767.0,Bolívar (ETC),11982,66.07,66.1,46.8,68.7,41.9,18.1,73.4,82.4,91.8,63.5,42.8,44.28,17.53,3.45,3.5,3.16,3.69,5.01,96.43,0.25,96.68,96.31,94.99,0.11,0.25,0.15,0.0,0.0,0.95,0.88,1.17,0.64,0.4
2013,13744,Simití,13,Bolívar,3767.0,Bolívar (ETC),5702,73.47,73.2,53.9,74.4,50.5,19.1,80.2,93.9,98.2,71.6,38.9,31.83,30.51,1.31,1.46,1.29,1.13,2.1,98.69,0.0,98.71,98.87,97.9,0.0,0.0,0.0,0.0,0.0,1.38,0.42,1.33,2.01,0.7
2013,13760,Soplaviento,13,Bolívar,3767.0,Bolívar (ETC),1894,84.11,84.1,43.8,84.8,71.7,34.4,94.5,113.0,105.3,94.2,62.3,40.23,100.0,0.92,1.82,0.87,0.67,1.09,99.08,0.0,99.13,99.33,98.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,13810,Tiquisio,13,Bolívar,3767.0,Bolívar (ETC),6370,84.6,84.6,58.4,87.0,52.3,14.6,98.5,122.2,119.9,90.6,45.9,26.83,23.64,2.4,2.53,2.51,2.14,2.39,97.46,0.0,97.27,97.8,97.61,0.14,0.0,0.22,0.06,0.0,2.95,0.3,2.67,4.89,1.37
2013,13836,Turbaco,13,Bolívar,3767.0,Bolívar (ETC),15850,92.74,92.6,62.5,92.3,78.1,44.3,107.0,97.5,113.0,111.5,88.6,50.05,91.3,2.68,4.25,2.73,2.56,1.82,94.54,0.0,95.66,92.85,94.54,2.78,0.0,1.62,4.59,3.64,2.64,1.64,2.2,3.84,1.32
2013,15001,Tunja,15,Boyacá,3770.0,Tunja,40160,86.36,86.2,67.1,84.1,75.6,51.1,97.0,96.9,95.7,100.6,93.0,40.72,0.0,1.96,2.35,1.1,2.88,1.81,98.03,0.0,98.9,97.12,98.14,0.01,0.0,0.0,0.0,0.05,4.72,1.45,2.01,8.57,3.64
2013,15087,Belén,15,Boyacá,3769.0,Boyacá (ETC),1638,102.99,103.0,87.0,95.7,96.6,61.0,116.0,102.3,105.5,124.1,132.1,47.69,11.11,1.22,1.59,1.28,1.25,0.77,95.2,0.0,97.59,91.69,95.77,3.59,0.0,1.14,7.05,3.46,0.12,0.0,0.0,0.0,0.77
2013,15092,Betéitiva,15,Boyacá,3769.0,Boyacá (ETC),500,64.0,64.0,26.1,49.8,64.3,54.2,77.8,34.8,57.3,95.5,130.6,12.46,25.0,1.67,6.25,1.55,1.43,1.33,86.11,0.0,89.92,80.71,88.0,12.22,0.0,8.53,17.86,10.67,0.28,0.0,0.78,0.0,0.0
2013,15097,Boavita,15,Boyacá,3769.0,Boyacá (ETC),1505,77.28,77.3,48.7,68.2,66.0,43.1,84.5,53.9,83.6,96.3,77.3,27.18,11.11,1.46,3.17,0.97,2.1,0.56,92.45,0.0,91.81,91.18,96.09,6.09,0.0,7.21,6.72,3.35,0.24,0.0,0.0,0.63,0.0
2013,15109,Buenavista,15,Boyacá,3769.0,Boyacá (ETC),1374,75.33,75.3,60.3,69.9,65.9,38.0,85.4,66.4,81.0,92.0,93.7,39.07,29.63,2.95,1.3,1.27,5.15,3.4,91.53,1.3,94.09,85.82,95.24,5.52,1.3,4.64,9.02,1.36,2.85,1.3,2.53,3.09,4.08
2013,15176,Chiquinquirá,15,Boyacá,3769.0,Boyacá (ETC),15669,87.04,87.0,64.4,80.1,80.0,55.1,96.0,81.6,90.6,104.7,97.5,40.57,21.95,2.45,1.85,1.5,3.43,2.72,92.73,0.0,96.88,88.85,89.29,4.82,0.0,1.62,7.72,7.99,0.96,0.0,0.44,1.51,1.36
2013,15183,Chita,15,Boyacá,3769.0,Boyacá (ETC),2686,83.95,84.0,62.9,81.8,69.8,43.7,104.4,73.8,99.1,111.3,122.2,46.04,11.9,2.56,2.29,0.9,4.23,4.87,92.29,0.0,95.67,88.11,86.52,5.16,0.0,3.43,7.66,8.61,2.51,0.57,2.98,1.98,3.37
2013,15185,Chitaraque,15,Boyacá,3769.0,Boyacá (ETC),1286,86.39,86.4,58.9,95.5,69.8,25.7,91.5,69.6,111.2,87.9,57.4,48.58,6.25,0.71,1.28,0.65,0.29,2.2,94.79,0.0,96.58,90.0,97.8,4.5,0.0,2.77,9.71,0.0,0.09,0.0,0.0,0.29,0.0
2013,15189,Ciénega,15,Boyacá,3769.0,Boyacá (ETC),1085,94.56,94.6,80.5,88.2,91.3,50.0,112.4,100.0,101.1,126.1,118.1,28.54,27.27,2.34,2.3,0.67,4.43,2.34,87.3,0.0,93.53,78.12,84.38,10.35,0.0,5.8,17.45,13.28,1.56,0.0,3.13,0.28,0.78
2013,15212,Coper,15,Boyacá,3769.0,Boyacá (ETC),871,74.74,74.7,52.1,77.7,59.3,30.5,85.1,71.2,95.7,84.2,66.0,21.0,42.31,1.9,1.92,2.53,0.98,1.39,93.42,0.0,91.57,94.12,97.22,4.68,0.0,5.9,4.9,1.39,3.51,0.0,3.93,4.41,1.39
2013,15218,Covarachía,15,Boyacá,3769.0,Boyacá (ETC),634,83.75,83.8,67.3,86.6,61.1,56.3,95.0,94.6,94.4,87.0,112.6,37.17,5.56,3.04,1.92,0.79,3.68,8.79,91.06,0.0,94.07,88.34,83.52,5.9,0.0,5.14,7.98,7.69,2.86,0.0,3.16,4.91,0.0
2013,15232,Chíquiza,15,Boyacá,3769.0,Boyacá (ETC),1394,71.95,72.0,60.2,70.6,62.3,47.1,76.4,74.1,81.5,73.3,71.9,29.04,12.5,2.32,1.25,0.66,4.72,2.53,90.04,0.0,95.19,80.83,90.51,7.64,0.0,4.16,14.45,6.96,0.0,0.0,0.0,0.0,0.0
2013,15238,Duitama,15,Boyacá,3771.0,Duitama,25234,95.34,95.3,75.0,91.2,85.4,63.9,105.8,94.0,102.9,110.3,108.9,42.34,35.29,1.35,1.59,1.01,1.55,1.63,97.38,0.62,98.02,96.74,97.12,1.28,0.62,0.97,1.71,1.25,1.71,0.28,1.36,2.25,1.84
2013,15276,Floresta,15,Boyacá,3769.0,Boyacá (ETC),923,70.21,70.2,68.0,60.9,61.8,48.7,77.7,70.5,71.1,87.7,78.7,43.75,6.67,1.18,1.82,0.71,1.75,0.87,93.37,0.0,95.36,88.65,95.65,5.45,0.0,3.93,9.61,3.48,0.0,0.0,0.0,0.0,0.0
2013,15299,Garagoa,15,Boyacá,3769.0,Boyacá (ETC),4025,72.3,72.2,62.3,66.2,66.9,46.9,79.1,70.5,73.3,86.0,83.0,53.66,15.0,3.24,2.04,2.26,4.53,2.63,92.42,0.0,96.16,87.03,95.61,4.34,0.0,1.57,8.44,1.75,1.53,0.0,0.39,2.75,1.54
2013,15362,Iza,15,Boyacá,3769.0,Boyacá (ETC),429,82.75,82.8,56.8,89.9,58.5,32.4,88.1,73.0,108.9,85.2,49.3,22.25,16.67,6.35,11.11,3.08,9.92,8.57,89.68,0.0,93.33,85.95,82.86,3.97,0.0,3.59,4.13,8.57,2.38,0.0,1.54,4.96,0.0
2013,15368,Jericó,15,Boyacá,3769.0,Boyacá (ETC),917,77.54,77.5,86.6,85.4,54.4,25.0,90.5,97.0,105.1,81.7,74.4,31.67,10.53,2.5,3.08,1.61,3.85,2.67,91.82,0.0,92.23,88.46,94.67,5.69,0.0,6.17,7.69,2.67,0.0,0.0,0.0,0.0,0.0
2013,15407,Villa de Leyva,15,Boyacá,3769.0,Boyacá (ETC),3407,85.74,85.7,78.2,87.1,77.7,43.7,91.4,88.5,95.9,96.8,71.3,45.36,37.5,2.58,4.4,2.29,2.87,1.61,91.49,0.0,94.87,88.13,87.78,5.94,0.0,2.84,9.01,10.61,1.05,0.0,1.83,0.51,0.64
2013,15425,Macanal,15,Boyacá,3769.0,Boyacá (ETC),1012,75.59,75.6,72.2,74.5,61.5,39.6,85.4,76.0,85.9,99.1,61.6,44.08,5.0,2.9,6.67,2.27,3.68,0.92,93.07,0.0,95.47,87.87,98.17,4.03,0.0,2.27,8.46,0.92,3.15,0.0,4.53,3.31,0.0
2013,15442,Maripí,15,Boyacá,3769.0,Boyacá (ETC),1970,70.56,70.6,45.1,67.4,61.9,28.8,79.7,48.6,80.4,87.9,78.5,42.08,32.26,4.4,5.88,2.76,6.29,4.43,92.1,0.0,92.88,90.48,93.04,3.5,0.0,4.36,3.24,2.53,0.89,0.0,0.73,1.52,0.0
2013,15455,Miraflores,15,Boyacá,3769.0,Boyacá (ETC),2020,84.01,84.0,77.6,79.6,75.5,42.6,105.6,91.5,90.0,125.5,107.2,41.45,13.04,2.57,0.83,1.7,3.79,2.88,93.83,0.0,96.45,89.48,94.71,3.6,0.0,1.85,6.72,2.4,0.84,0.0,0.46,1.72,0.0
2013,15464,Mongua,15,Boyacá,3769.0,Boyacá (ETC),1134,82.72,82.7,87.0,82.7,64.9,43.1,97.5,102.2,95.4,95.0,106.1,38.36,22.22,2.54,3.19,0.66,3.56,6.2,97.46,0.0,99.34,96.44,93.8,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.66,0.0,1.55
2013,15469,Moniquirá,15,Boyacá,3769.0,Boyacá (ETC),4693,91.71,91.7,74.9,89.5,78.9,43.3,106.1,89.3,107.1,108.2,107.6,52.93,21.43,2.94,3.83,2.92,2.9,2.61,89.34,0.0,89.27,86.74,93.57,7.72,0.0,7.82,10.36,3.82,0.44,0.0,0.61,0.46,0.0
2013,15480,Muzo,15,Boyacá,3769.0,Boyacá (ETC),2350,80.89,80.9,69.6,78.0,73.4,38.4,89.0,76.2,94.4,94.0,70.9,43.63,16.67,6.13,7.97,4.1,8.23,6.17,86.16,0.0,89.31,82.03,83.7,7.7,0.0,6.6,9.74,10.13,0.25,0.0,0.0,0.69,0.0
2013,15491,Nobsa,15,Boyacá,3769.0,Boyacá (ETC),3856,76.4,76.4,64.2,66.7,74.4,54.8,83.8,76.1,73.1,93.8,94.5,51.02,20.0,3.14,0.58,2.06,4.5,3.71,89.64,0.58,93.01,84.03,90.59,7.21,0.58,4.93,11.47,5.69,1.53,0.58,1.03,1.82,2.48
2013,15500,Oicatá,15,Boyacá,3769.0,Boyacá (ETC),727,63.14,63.1,50.0,59.1,59.2,36.6,68.6,60.3,67.2,72.8,67.5,26.75,28.57,5.49,5.71,4.02,7.14,5.26,86.99,0.0,89.45,81.32,90.79,7.52,0.0,6.53,11.54,3.95,0.41,0.0,0.0,0.0,2.63
2013,15514,Páez,15,Boyacá,3769.0,Boyacá (ETC),776,77.71,77.7,65.6,70.5,65.8,46.9,87.9,70.5,84.6,94.7,90.0,34.42,13.04,3.23,6.98,1.48,5.53,1.11,91.61,0.0,92.22,88.48,96.67,5.16,0.0,6.3,5.99,2.22,1.29,0.0,0.37,2.76,1.11
2013,5002,Abejorral,5,Antioquia,3758.0,Antioquia (ETC),3971,94.84,94.8,57.9,100.8,74.8,38.3,105.7,86.1,124.6,102.1,75.5,31.58,66.13,3.95,4.83,3.62,4.47,3.42,88.84,0.0,91.64,84.17,85.19,7.21,0.0,4.74,11.36,11.39,0.05,0.0,0.05,0.1,0.0
2013,5021,Alejandría,5,Antioquia,3758.0,Antioquia (ETC),648,119.29,119.3,89.1,123.7,93.5,43.2,132.3,106.5,162.9,125.9,93.6,36.25,66.67,1.84,4.08,2.26,0.76,1.94,98.16,0.0,97.74,99.24,98.06,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.72,0.0
2013,5034,Andes,5,Antioquia,3758.0,Antioquia (ETC),10134,81.43,81.4,50.6,78.6,67.3,31.9,91.8,68.4,103.2,97.1,64.6,48.83,80.0,3.65,5.76,3.75,3.75,1.3,94.73,0.0,95.6,92.95,96.69,1.61,0.0,0.65,3.3,2.01,0.68,0.16,0.54,0.88,1.15
2013,5036,Angelópolis,5,Antioquia,3758.0,Antioquia (ETC),1696,70.75,70.8,55.3,72.0,54.4,25.9,74.9,70.9,91.3,72.3,43.1,41.33,100.0,3.46,4.0,3.61,3.47,2.34,85.2,0.0,85.42,81.68,86.72,11.34,0.0,10.97,14.85,10.94,0.0,0.0,0.0,0.0,0.0
2013,5044,Anza,5,Antioquia,3758.0,Antioquia (ETC),1807,85.17,85.2,46.3,92.6,54.2,21.0,92.6,77.9,131.7,73.5,41.0,22.92,77.78,2.99,2.59,2.64,4.42,0.83,90.08,2.59,89.23,89.4,95.04,6.93,2.59,8.13,6.18,4.13,0.0,0.0,0.0,0.0,0.0
2013,5051,Arboletes,5,Antioquia,3758.0,Antioquia (ETC),10896,78.92,78.9,46.3,84.3,53.3,23.8,87.8,70.4,110.0,82.5,51.4,46.06,60.0,2.23,1.58,2.01,2.79,2.14,93.23,0.0,93.3,92.46,91.16,4.55,0.0,4.69,4.75,6.69,4.62,0.32,6.37,3.3,1.74
2013,5086,Belmira,5,Antioquia,3758.0,Antioquia (ETC),1663,90.62,90.6,79.7,100.0,70.1,31.3,100.3,106.5,128.3,89.3,51.8,38.57,100.0,3.3,1.36,2.28,5.42,4.08,85.67,0.0,88.58,74.7,92.52,11.03,0.0,9.13,19.88,3.4,1.98,0.0,3.08,1.2,0.0
2013,5101,Ciudad Bolívar,5,Antioquia,3758.0,Antioquia (ETC),6357,88.19,88.2,53.8,89.9,70.2,27.2,98.1,69.7,116.5,101.0,61.0,50.65,69.7,5.71,6.99,5.53,5.96,4.74,93.07,0.0,93.4,92.05,95.26,1.22,0.0,1.07,1.99,0.0,4.15,0.27,4.2,4.74,4.63
2013,5134,Campamento,5,Antioquia,3758.0,Antioquia (ETC),2167,94.14,94.1,46.7,104.4,47.2,18.4,109.6,64.4,184.3,67.3,34.2,50.58,50.0,2.88,0.86,0.86,9.05,3.2,96.32,0.0,99.07,88.27,94.4,0.8,0.0,0.07,2.67,2.4,0.21,0.0,0.22,0.35,0.0
2013,5138,Cañasgordas,5,Antioquia,3758.0,Antioquia (ETC),4291,81.22,81.2,50.3,76.7,66.5,31.5,94.5,70.2,106.3,102.3,62.8,34.35,42.86,1.65,3.2,1.3,2.19,0.5,94.79,1.2,93.51,95.06,99.01,3.56,1.2,5.19,2.74,0.5,2.18,0.0,3.44,1.34,0.27
2013,5172,Chigorodó,5,Antioquia,3758.0,Antioquia (ETC),19652,80.38,80.4,62.4,82.8,62.2,25.0,91.5,77.7,103.3,97.0,58.1,48.6,58.7,4.45,3.19,3.04,7.04,4.49,90.06,0.0,91.64,85.97,89.64,5.48,0.0,5.32,7.0,5.88,2.4,0.17,2.31,3.27,1.66
2013,5234,Dabeiba,5,Antioquia,3758.0,Antioquia (ETC),6254,87.42,87.4,66.8,96.8,45.7,19.0,101.2,105.7,139.3,82.0,48.2,29.62,45.24,4.56,2.21,4.37,5.84,3.96,92.94,0.0,94.02,88.65,94.51,2.51,0.0,1.61,5.52,1.52,1.39,0.2,2.26,0.07,0.0
2013,5240,Ebéjico,5,Antioquia,3758.0,Antioquia (ETC),2796,81.69,81.7,50.0,77.7,64.5,30.2,93.4,69.8,111.0,93.3,63.5,35.22,84.38,2.36,3.61,2.15,2.55,1.95,88.64,0.0,86.54,88.09,95.33,8.99,0.0,11.31,9.36,2.72,0.16,0.0,0.33,0.0,0.0
2013,5266,Envigado,5,Antioquia,3761.0,Envigado,39608,72.81,71.9,46.9,63.3,68.9,51.1,80.6,64.9,71.0,91.8,87.4,41.28,100.0,1.51,1.31,0.81,2.08,1.91,98.48,0.0,99.19,97.92,98.05,0.01,0.0,0.0,0.0,0.04,0.9,0.0,0.7,1.26,0.81
2013,5282,Fredonia,5,Antioquia,3758.0,Antioquia (ETC),4660,85.09,85.1,34.8,78.6,75.6,38.0,101.4,76.5,105.8,108.4,89.7,36.44,94.29,2.19,4.9,2.47,1.76,1.1,97.81,0.0,97.53,98.24,98.9,0.0,0.0,0.0,0.0,0.0,3.58,0.35,2.29,6.45,1.5
2013,5284,Frontino,5,Antioquia,3758.0,Antioquia (ETC),4446,108.46,108.5,57.9,111.8,68.9,40.8,122.9,96.8,162.6,98.5,86.3,38.71,49.28,3.1,2.22,1.78,5.95,3.66,90.71,0.55,89.7,90.96,91.26,6.19,0.55,8.51,3.08,5.08,0.83,0.28,0.44,1.62,1.46
2013,5306,Giraldo,5,Antioquia,3758.0,Antioquia (ETC),964,115.35,115.4,56.6,116.6,94.9,52.3,125.3,109.2,146.6,123.6,87.8,47.17,92.86,3.48,1.2,1.41,6.37,4.64,89.32,0.0,91.34,85.29,87.42,7.2,0.0,7.24,8.33,7.95,1.41,0.0,0.88,2.94,0.0
2013,5308,Girardota,5,Antioquia,3758.0,Antioquia (ETC),11203,71.9,71.9,43.2,63.7,70.6,45.1,78.8,54.5,75.3,91.9,73.2,43.82,61.29,2.18,1.5,1.51,3.08,2.01,91.35,0.25,94.32,87.73,89.63,6.47,0.25,4.17,9.19,8.36,3.15,0.25,3.12,4.35,1.1
